Arc226_4550074_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__DTCV01;s__DTCV01_sp038844925	Arc226_4550074_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__DTCV01;s__DTCV01_sp038844925
Arc226_5655966_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__CADDZS01;g__DATLTL01;s__DATLTL01_sp030037995	Arc226_5655966_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__CADDZS01;g__DATLTL01;s__DATLTL01_sp030037995
Arc226_5656456_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__CADDZS01;g__DATLTL01;s__DATLTL01_sp030037995	Arc226_5656456_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__CADDZS01;g__DATLTL01;s__DATLTL01_sp030037995
Arc226_5656456_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__CADDZS01;g__DATLTL01;s__DATLTL01_sp030037995	Arc226_9339970_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__CADDZS01;g__DATLTL01;s__DATLTL01_sp035605055
Arc226_5659599_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__WJIZ01;g__WJIZ01;s__WJIZ01_sp023140175	Arc226_5659599_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__WJIZ01;g__WJIZ01;s__WJIZ01_sp023140175
Arc226_5659643_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__WJIZ01;g__WJIZ01;s__WJIZ01_sp023140175	Arc226_5659643_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__WJIZ01;g__WJIZ01;s__WJIZ01_sp023140175
Arc226_5667817_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__VYCS01;s__VYCS01_sp963665475	Arc226_5667817_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__VYCS01;s__VYCS01_sp963665475
Arc226_5667817_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__VYCS01;s__VYCS01_sp963665475	Arc226_8209563_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__VYCS01;s__VYCS01_sp016126025
Arc226_5667817_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__VYCS01;s__VYCS01_sp963665475	Arc226_10116527_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__VYCS01;s__VYCS01_sp021296165
Arc226_5667817_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__VYCS01;s__VYCS01_sp963665475	Arc226_8823341_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__VYCS01;s__VYCS01_sp009843815
Arc226_5667817_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__VYCS01;s__VYCS01_sp963665475	Arc226_12849544_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__VYCS01;s__VYCS01_sp009840065
Arc226_5668836_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAJYIA01;s__JAJYIA01_sp021796295	Arc226_5668836_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAJYIA01;s__JAJYIA01_sp021796295
Arc226_5679017_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAKAVK01;s__JAKAVK01_sp021791075	Arc226_5679017_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAKAVK01;s__JAKAVK01_sp021791075
Arc226_814475_tax:d__Archaea;p__Thermoplasmatota;c__E2;o__UBA9212;f__UBA9212;g__UBA9212;s__UBA9212_sp9212u	Arc226_814475_tax:d__Archaea;p__Thermoplasmatota;c__E2;o__UBA9212;f__UBA9212;g__UBA9212;s__UBA9212_sp9212u
Arc226_815496_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__SCGC-AAA011-G17;f__JACPNG01;g__JAFCDD01;s__JAFCDD01_sp017609845	Arc226_815496_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__SCGC-AAA011-G17;f__JACPNG01;g__JAFCDD01;s__JAFCDD01_sp017609845
Arc226_815496_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__SCGC-AAA011-G17;f__JACPNG01;g__JAFCDD01;s__JAFCDD01_sp017609845	Arc226_10274287_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__SCGC-AAA011-G17;f__JACPNG01;g__JAFCDT01;s__JAFCDT01_sp017609525
Arc226_819442_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__WAOL01;s__WAOL01_sp027002995	Arc226_819442_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__WAOL01;s__WAOL01_sp027002995
Arc226_819442_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__WAOL01;s__WAOL01_sp027002995	Arc226_2986120_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__WAOL01;s__WAOL01_sp027064885
Arc226_819442_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__WAOL01;s__WAOL01_sp027002995	Arc226_5948790_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__WAOL01;s__WAOL01_sp015521295
Arc226_819442_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__WAOL01;s__WAOL01_sp027002995	Arc226_12124804_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__WAOL01;s__WAOL01_sp027023255
Arc226_819880_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__WAOL01;s__WAOL01_sp027002995	Arc226_819880_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__WAOL01;s__WAOL01_sp027002995
Arc226_819880_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__WAOL01;s__WAOL01_sp027002995	Arc226_2984471_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__WAOL01;s__WAOL01_sp027064885
Arc226_819880_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__WAOL01;s__WAOL01_sp027002995	Arc226_5948509_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__WAOL01;s__WAOL01_sp015521295
Arc226_819880_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__WAOL01;s__WAOL01_sp027002995	Arc226_12125510_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__WAOL01;s__WAOL01_sp027023255
Arc226_820634_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__WAOL01;s__WAOL01_sp027002995	Arc226_820634_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__WAOL01;s__WAOL01_sp027002995
Arc226_820634_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__WAOL01;s__WAOL01_sp027002995	Arc226_2985695_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__WAOL01;s__WAOL01_sp027064885
Arc226_820634_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__WAOL01;s__WAOL01_sp027002995	Arc226_1878731_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__B83-G16;s__B83-G16_sp003661745
Arc226_8441011_tax:d__Archaea;p__SpSt-1190;c__SpSt-1190;o__SpSt-1190;f__SpSt-1190;g__SpSt-1190;s__SpSt-1190_sp011049195	Arc226_8441011_tax:d__Archaea;p__SpSt-1190;c__SpSt-1190;o__SpSt-1190;f__SpSt-1190;g__SpSt-1190;s__SpSt-1190_sp011049195
Arc226_8448724_tax:d__Archaea;p__Nanohalarchaeota;c__Nanosalinia;o__Nanosalinales;f__JAFCCC01;g__JAFCCC01;s__JAFCCC01_sp017610385	Arc226_8448724_tax:d__Archaea;p__Nanohalarchaeota;c__Nanosalinia;o__Nanosalinales;f__JAFCCC01;g__JAFCCC01;s__JAFCCC01_sp017610385
Arc226_8449185_tax:d__Archaea;p__Nanohalarchaeota;c__Nanosalinia;o__Nanosalinales;f__JAFCCC01;g__JAFCCC01;s__JAFCCC01_sp017610385	Arc226_8449185_tax:d__Archaea;p__Nanohalarchaeota;c__Nanosalinia;o__Nanosalinales;f__JAFCCC01;g__JAFCCC01;s__JAFCCC01_sp017610385
Arc226_8449241_tax:d__Archaea;p__Nanohalarchaeota;c__Nanosalinia;o__Nanosalinales;f__JAFCCC01;g__JAFCCC01;s__JAFCCC01_sp017610385	Arc226_8449241_tax:d__Archaea;p__Nanohalarchaeota;c__Nanosalinia;o__Nanosalinales;f__JAFCCC01;g__JAFCCC01;s__JAFCCC01_sp017610385
Arc226_8450137_tax:d__Archaea;p__Thermoplasmatota;c__JASEFT01;o__JASEFT01;f__JAUWIS01;g__JASEEW01;s__JASEEW01_sp030019485	Arc226_8450137_tax:d__Archaea;p__Thermoplasmatota;c__JASEFT01;o__JASEFT01;f__JAUWIS01;g__JASEEW01;s__JASEEW01_sp030019485
Arc226_8456578_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__Bilamarchaeum;s__Bilamarchaeum_sp028714535	Arc226_8456578_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__Bilamarchaeum;s__Bilamarchaeum_sp028714535
Arc226_8462713_tax:d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__UBA460_sp013166775	Arc226_8462713_tax:d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__UBA460_sp013166775
Arc226_8462713_tax:d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__UBA460_sp013166775	Arc226_9707447_tax:d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__UBA460_sp023270155
Arc226_8467082_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__MTP4;s__MTP4_sp000970045	Arc226_8467082_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__MTP4;s__MTP4_sp000970045
Arc226_8467082_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__MTP4;s__MTP4_sp000970045	Arc226_10135160_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__MTP4;s__MTP4_sp9310u
Arc226_8467082_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__MTP4;s__MTP4_sp000970045	Arc226_1471052_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina_sp024372725
Arc226_8467082_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__MTP4;s__MTP4_sp000970045	Arc226_11784827_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina_sp000979455
Arc226_8467082_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__MTP4;s__MTP4_sp000970045	Arc226_1903005_tax:d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina_acetivorans
Arc226_8469301_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__JAGWAF01;g__JAFGCE01;s__JAFGCE01_sp016932755	Arc226_8469301_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__JAGWAF01;g__JAFGCE01;s__JAFGCE01_sp016932755
Arc226_8469695_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__JAGWAF01;g__JAFGCE01;s__JAFGCE01_sp016932755	Arc226_8469695_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__JAGWAF01;g__JAFGCE01;s__JAFGCE01_sp016932755
Arc226_8474837_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__SG8-5;f__JAGLSY01;g__JAGLSY01;s__JAGLSY01_sp023135545	Arc226_8474837_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__SG8-5;f__JAGLSY01;g__JAGLSY01;s__JAGLSY01_sp023135545
Arc226_8474837_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__SG8-5;f__JAGLSY01;g__JAGLSY01;s__JAGLSY01_sp023135545	Arc226_9883863_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__SG8-5;f__JAGLSY01;g__JAGLSY01;s__JAGLSY01_sp020696385
Arc226_8474837_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__SG8-5;f__JAGLSY01;g__JAGLSY01;s__JAGLSY01_sp023135545	Arc226_7012346_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__SG8-5;f__JAGLSY01;g__DAOVGM01;s__DAOVGM01_sp030672365
Arc226_8474837_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__SG8-5;f__JAGLSY01;g__JAGLSY01;s__JAGLSY01_sp023135545	Arc226_7262890_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__SG8-5;f__JAGLSY01;g__JAGLSY01;s__JAGLSY01_sp023137005
Arc226_8474837_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__SG8-5;f__JAGLSY01;g__JAGLSY01;s__JAGLSY01_sp023135545	Arc226_12119973_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__SG8-5;f__JAGLSY01;g__JAGLSY01;s__JAGLSY01_sp020697715
Arc226_8475165_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__SG8-5;f__JAGLSY01;g__JAGLSY01;s__JAGLSY01_sp023135545	Arc226_8475165_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__SG8-5;f__JAGLSY01;g__JAGLSY01;s__JAGLSY01_sp023135545
Arc226_8475165_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__SG8-5;f__JAGLSY01;g__JAGLSY01;s__JAGLSY01_sp023135545	Arc226_9884301_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__SG8-5;f__JAGLSY01;g__JAGLSY01;s__JAGLSY01_sp020696385
Arc226_8475165_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__SG8-5;f__JAGLSY01;g__JAGLSY01;s__JAGLSY01_sp023135545	Arc226_7012472_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__SG8-5;f__JAGLSY01;g__DAOVGM01;s__DAOVGM01_sp030672365
Arc226_8475165_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__SG8-5;f__JAGLSY01;g__JAGLSY01;s__JAGLSY01_sp023135545	Arc226_7263023_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__SG8-5;f__JAGLSY01;g__JAGLSY01;s__JAGLSY01_sp023137005
Arc226_8475165_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__SG8-5;f__JAGLSY01;g__JAGLSY01;s__JAGLSY01_sp023135545	Arc226_12120780_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__SG8-5;f__JAGLSY01;g__JAGLSY01;s__JAGLSY01_sp020697715
Arc226_8477271_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__GW2011-AR4;g__GCA-2688775;s__GCA-2688775_sp002688775	Arc226_8477271_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__GW2011-AR4;g__GCA-2688775;s__GCA-2688775_sp002688775
Arc226_8477271_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__GW2011-AR4;g__GCA-2688775;s__GCA-2688775_sp002688775	Arc226_2949086_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__GW2011-AR4;g__JACPJP01;s__JACPJP01_sp016187495
Arc226_8481221_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__DAOWMC01;f__DAOWMC01;g__JAXHTN01;s__JAXHTN01_sp034189535	Arc226_8481221_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__DAOWMC01;f__DAOWMC01;g__JAXHTN01;s__JAXHTN01_sp034189535
Arc226_8481221_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__DAOWMC01;f__DAOWMC01;g__JAXHTN01;s__JAXHTN01_sp034189535	Arc226_9666182_tax:d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__DAOWMC01;f__DAOWMC01;g__JAXHTN01;s__JAXHTN01_sp034190145
Arc226_8481919_tax:d__Archaea;p__Nanohalarchaeota;c__Nanosalinia;o__Nanosalinales;f__Nanohalalkaliarchaeaceae;g__Nanohalalkaliarchaeum;s__Nanohalalkaliarchaeum_halalkaliphilum	Arc226_8481919_tax:d__Archaea;p__Nanohalarchaeota;c__Nanosalinia;o__Nanosalinales;f__Nanohalalkaliarchaeaceae;g__Nanohalalkaliarchaeum;s__Nanohalalkaliarchaeum_halalkaliphilum
Arc226_8481957_tax:d__Archaea;p__Nanohalarchaeota;c__Nanosalinia;o__Nanosalinales;f__Nanohalalkaliarchaeaceae;g__Nanohalalkaliarchaeum;s__Nanohalalkaliarchaeum_halalkaliphilum	Arc226_8481957_tax:d__Archaea;p__Nanohalarchaeota;c__Nanosalinia;o__Nanosalinales;f__Nanohalalkaliarchaeaceae;g__Nanohalalkaliarchaeum;s__Nanohalalkaliarchaeum_halalkaliphilum
Arc226_8481958_tax:d__Archaea;p__Nanohalarchaeota;c__Nanosalinia;o__Nanosalinales;f__Nanohalalkaliarchaeaceae;g__Nanohalalkaliarchaeum;s__Nanohalalkaliarchaeum_halalkaliphilum	Arc226_8481958_tax:d__Archaea;p__Nanohalarchaeota;c__Nanosalinia;o__Nanosalinales;f__Nanohalalkaliarchaeaceae;g__Nanohalalkaliarchaeum;s__Nanohalalkaliarchaeum_halalkaliphilum
Arc226_8490557_tax:d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus_A;s__Methanoculleus_A_taiwanensis	Arc226_8490557_tax:d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus_A;s__Methanoculleus_A_taiwanensis
Arc226_8491836_tax:d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus_A;s__Methanoculleus_A_taiwanensis	Arc226_8491836_tax:d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus_A;s__Methanoculleus_A_taiwanensis
Arc226_8491836_tax:d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus_A;s__Methanoculleus_A_taiwanensis	Arc226_6727288_tax:d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__UBA206;s__UBA206_sp002503105
Arc226_8491836_tax:d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus_A;s__Methanoculleus_A_taiwanensis	Arc226_12702111_tax:d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus_A;s__Methanoculleus_A_frigidifontis
Arc226_8491836_tax:d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus_A;s__Methanoculleus_A_taiwanensis	Arc226_2080369_tax:d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus_sp030446015
Arc226_8491836_tax:d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus_A;s__Methanoculleus_A_taiwanensis	Arc226_6974753_tax:d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus_sp018433835
Arc226_8491836_tax:d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus_A;s__Methanoculleus_A_taiwanensis	Arc226_7932209_tax:d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus_sp002498065
Arc226_8493462_tax:d__Archaea;p__B1Sed10-29;c__B1Sed10-29;o__WALL01;f__WALL01;g__JAGGYF01;s__JAGGYF01_sp021162685	Arc226_8493462_tax:d__Archaea;p__B1Sed10-29;c__B1Sed10-29;o__WALL01;f__WALL01;g__JAGGYF01;s__JAGGYF01_sp021162685
Arc226_8493502_tax:d__Archaea;p__B1Sed10-29;c__B1Sed10-29;o__WALL01;f__WALL01;g__JAGGYF01;s__JAGGYF01_sp021162685	Arc226_8493502_tax:d__Archaea;p__B1Sed10-29;c__B1Sed10-29;o__WALL01;f__WALL01;g__JAGGYF01;s__JAGGYF01_sp021162685
Arc226_8493555_tax:d__Archaea;p__B1Sed10-29;c__B1Sed10-29;o__WALL01;f__WALL01;g__JAGGYF01;s__JAGGYF01_sp021162685	Arc226_8493555_tax:d__Archaea;p__B1Sed10-29;c__B1Sed10-29;o__WALL01;f__WALL01;g__JAGGYF01;s__JAGGYF01_sp021162685
Arc226_8493986_tax:d__Archaea;p__B1Sed10-29;c__B1Sed10-29;o__WALL01;f__WALL01;g__JAGGYF01;s__JAGGYF01_sp021162685	Arc226_8493986_tax:d__Archaea;p__B1Sed10-29;c__B1Sed10-29;o__WALL01;f__WALL01;g__JAGGYF01;s__JAGGYF01_sp021162685
Arc226_8494020_tax:d__Archaea;p__B1Sed10-29;c__B1Sed10-29;o__WALL01;f__WALL01;g__JAGGYF01;s__JAGGYF01_sp021162685	Arc226_8494020_tax:d__Archaea;p__B1Sed10-29;c__B1Sed10-29;o__WALL01;f__WALL01;g__JAGGYF01;s__JAGGYF01_sp021162685
Arc226_8498218_tax:d__Archaea;p__Asgardarchaeota;c__Hermodarchaeia;o__Hermodarchaeales;f__Hermodarchaeaceae;g__YT-063;s__YT-063_sp016840065	Arc226_8498218_tax:d__Archaea;p__Asgardarchaeota;c__Hermodarchaeia;o__Hermodarchaeales;f__Hermodarchaeaceae;g__YT-063;s__YT-063_sp016840065
Arc226_8498218_tax:d__Archaea;p__Asgardarchaeota;c__Hermodarchaeia;o__Hermodarchaeales;f__Hermodarchaeaceae;g__YT-063;s__YT-063_sp016840065	Arc226_7325755_tax:d__Archaea;p__Asgardarchaeota;c__Hermodarchaeia;o__Hermodarchaeales;f__Hermodarchaeaceae;g__YT-063;s__YT-063_sp016550485
Arc226_8508225_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halolamina;s__Halolamina_litorea	Arc226_8508225_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halolamina;s__Halolamina_litorea
Arc226_8509549_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halolamina;s__Halolamina_litorea	Arc226_8509549_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halolamina;s__Halolamina_litorea
Arc226_2435299_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__JAGVWJ01;s__JAGVWJ01_sp018304385	Arc226_2435299_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__JAGVWJ01;s__JAGVWJ01_sp018304385
Arc226_2435941_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAJZNA01;s__JAJZNA01_sp027449585	Arc226_2435941_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAJZNA01;s__JAJZNA01_sp027449585
Arc226_2435944_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAJZNA01;s__JAJZNA01_sp027449585	Arc226_2435944_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAJZNA01;s__JAJZNA01_sp027449585
Arc226_2436570_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanogranum;s__Methanogranum_sp963676045	Arc226_2436570_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanogranum;s__Methanogranum_sp963676045
Arc226_2436570_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanogranum;s__Methanogranum_sp963676045	Arc226_5645938_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanogranum;s__Methanogranum_sp002506905
