KEGG_ko	arc_domain_prop	bac_domain_prop	Gene	Map	Pathway	alignment_length	highest_COG_cat	difference_1st_and_2nd	categories	COG_freq	COG_cat	archaea	bacteria	alternative_COGs	COG_perc	COG	COG_NAME	COG_TAG	sequences	Arc_prop	Bac_prop	constrained_median	ML_median	MEAN_OF_MEDIANS	RANGE_OF_MEDIANS	Probable_and_sampling_threshold_met	Possible_and_sampling_threshold_met	Probable	Possible
K18472	0.0	0.0341880341880341	accD6; acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15]	path:map00061,path:map00280,path:map00620,path:map00630,path:map00640,path:map01100,path:map01110,path:map01120,path:map01200,path:map01212	Fatty acid biosynthesis,Valine, leucine and isoleucine degradation,Pyruvate metabolism,Glyoxylate and dicarboxylate metabolism,Propanoate metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Carbon metabolism,Fatty acid metabolism	463.0	13.0	0.0	1.0	1.0	I	0.0	13.0	1.0	1.0	COG4799	Acetyl-CoA_carboxylase,_carboxyltransferase_component	MmdA	13.0	0.0	1.0	0.0005162623264338	3.89049223130798e-05	0.0002775836243734	0.0004773574041207	0	0	0	0
K18473	0.0	0.0113960113960113	fabY; acetoacetyl-[acyl-carrier protein] synthase [EC:2.3.1.180]	path:map00061,path:map01100,path:map01212	Fatty acid biosynthesis,Metabolic pathways,Fatty acid metabolism	458.0	3.0	2.0	2.0	0.75	IQ	0.0	4.0	1.0	1.0	COG0304	3-oxoacyl-(acyl-carrier-protein)_synthase	FabB	4.0	0.0	1.0	0.0033917658357946	0.0106783829150883	0.0070350743754414	0.0072866170792937	0	0	0	0
K18474	0.0	0.0085470085470085	fabM; trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:5.3.3.14]	path:map00061	Fatty acid biosynthesis	254.0	3.0	0.0	1.0	1.0	I	0.0	3.0	1.0	1.0	COG1024	Enoyl-CoA_hydratase/carnithine_racemase	CaiD	3.0	0.0	1.0					0	0	0	0
K18475	0.0	0.0598290598290598	fliB; lysine-N-methylase [EC:2.1.1.-]			67.0	23.0	0.0	1.0	1.0	S	0.0	23.0	1.0	1.0	COG0727	Uncharacterized_protein_YkgJ,_contains_CxxCxxCC_motif	YkgJ	23.0	0.0	1.0	0.0232971742600755	0.054317076217658	0.0388071252388667	0.0310199019575825	0	0	0	0
K18476	0.0028571428571428	0.0142450142450142	tetR; TetR/AcrR family transcriptional regulator, tetracycline repressor protein			205.0	6.0	0.0	1.0	1.0	K	1.0	5.0	1.0	1.0	COG1309	DNA-binding_protein,_AcrR_family,_includes_nucleoid_occlusion_protein_SlmA	AcrR	6.0	0.1666666666666666	0.8333333333333334	0.0672749835954629	0.0812488260835608	0.0742619048395118	0.0139738424880978	0	0	0	0
K18478	0.0314285714285714	0.0398860398860398	yihV; sulfofructose kinase [EC:2.7.1.184]			252.0	24.0	23.0	2.0	0.96	G	11.0	14.0	1.0	1.0	COG0524	Sugar_or_nucleoside_kinase,_ribokinase_family	RbsK	25.0	0.44	0.56	0.035181519377547	0.0665853534469612	0.0508834364122541	0.0314038340694142	0	0	0	0
K18479	0.0	0.0056980056980056	yihS; sulfoquinovose isomerase [EC:5.3.1.31]			388.0	2.0	0.0	1.0	1.0	G	0.0	2.0	1.0	1.0	COG2942	Mannose_or_cellobiose_epimerase,_N-acyl-D-glucosamine_2-epimerase_family	YihS	2.0	0.0	1.0					0	0	0	0
K18480	0.0	0.1253561253561253	linN; cholesterol transport system auxiliary component			54.0	29.0	11.0	2.0	0.617021276595745	S	0.0	47.0	2.0	0.765957446808511	COG3218	ABC-type_uncharacterized_transport_system,_auxiliary_component		47.0	0.0	1.0	0.0098679181966072	0.057999122400752	0.0339335202986796	0.0481312042041448	0	0	0	0
K18481	0.0	0.0484330484330484	mas; Mce-associated membrane protein			39.0	10.0	3.0	2.0	0.588235294117647	O	0.0	45.0	21.0	0.133333333333333	COG0443	Molecular_chaperone_DnaK_(HSP70)	DnaK	45.0	0.0	1.0	0.0035968506924982	0.0090589883963508	0.0063279195444245	0.0054621377038526	0	0	0	0
K18491	0.0028571428571428	0.0199430199430199	ESX1; homeobox protein ESX1	path:map04550	Signaling pathways regulating pluripotency of stem cells	155.0	3.0	1.0	5.0	0.375	D	1.0	7.0	5.0	0.375	COG0613	5'-3'_exoribonuclease_TrpH/YciV_(RNase_AM),_contains_PHP_domain	YciV	8.0	0.125	0.875	0.203469639012478	0.245980515775393	0.2247250773939355	0.042510876762915	0	0	0	0
K18500	0.0171428571428571	0.0	hmeC; heterodisulfide reductase cytochrome b-like subunit			245.0	6.0	0.0	1.0	1.0	C	6.0	0.0	1.0	1.0	COG2181	Nitrate_reductase_gamma_subunit	NarI	6.0	1.0	0.0	0.0054985560505853	0.0073455549154318	0.0064220554830085	0.0018469988648464	0	0	0	0
K18501	0.0314285714285714	0.0	hmeD; heterodisulfide reductase iron-sulfur subunit			425.0	16.0	0.0	1.0	1.0	C	16.0	0.0	1.0	1.0	COG0247	Fe-S_cluster-containing_oxidoreductase,_includes_glycolate_oxidase_subunit_GlcF	GlpC	16.0	1.0	0.0	0.0601286525392879	0.0227943132681246	0.0414614829037062	0.0373343392711632	0	0	0	0
K18530	0.0	0.0028490028490028	frvX; putative aminopeptidase FrvX [EC:3.4.11.-]			328.0	3.0	0.0	1.0	1.0	G	0.0	3.0	1.0	1.0	COG1363	Putative_aminopeptidase_FrvX	FrvX	3.0	0.0	1.0					0	0	0	0
K18531	0.0	0.0028490028490028	frvR; putative frv operon regulatory protein			582.0	1.0	0.0	1.0	1.0	GKT	0.0	1.0	1.0	1.0	COG1762	Phosphotransferase_system_mannitol/fructose-specific_IIA_domain_(Ntr-type)	PtsN	1.0	0.0	1.0					0	0	0	0
K18532	0.8085714285714286	0.0056980056980056	AK6, FAP7; adenylate kinase [EC:2.7.4.3]	path:map00230,path:map01100,path:map01110,path:map01232,path:map01240,path:map03008	Purine metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Nucleotide metabolism,Biosynthesis of cofactors,Ribosome biogenesis in eukaryotes	71.0	295.0	0.0	1.0	1.0	F	293.0	2.0	2.0	0.993220338983051	COG1936	Broad-specificity_NMP_kinase	Fap7	295.0	0.9932203389830508	0.0067796610169491	0.0244049131411753	0.0339638038215178	0.0291843584813465	0.0095588906803424	0	0	0	0
K18534	0.0028571428571428	0.0484330484330484	K18534; MPBQ/MSBQ methyltransferase [EC:2.1.1.295]	path:map00130,path:map01100,path:map01110,path:map01240	Ubiquinone and other terpenoid-quinone biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of cofactors	196.0	10.0	1.0	3.0	0.476190476190476	H	1.0	20.0	3.0	0.714285714285714	COG0500	SAM-dependent_methyltransferase	SmtA	21.0	0.0476190476190476	0.9523809523809524	0.106471588654986	0.0686128783401684	0.0875422334975772	0.0378587103148176	0	0	0	0
K18537	0.0028571428571428	0.0	thnK; putative methyltransferase			660.0	1.0	0.0	1.0	1.0	C	1.0	0.0	1.0	1.0	COG1032	Radical_SAM_superfamily_enzyme_YgiQ,_UPF0313_family	YgiQ	1.0	1.0	0.0					0	0	0	0
K18538	0.0028571428571428	0.0085470085470085	thnN; thienamycin biosynthesis protein ThnN			334.0	5.0	0.0	1.0	1.0	H	1.0	4.0	1.0	1.0	COG1541	Phenylacetate-coenzyme_A_ligase_PaaK,_adenylate-forming_domain_family	PaaK	5.0	0.2	0.8	0.0664719341134081	0.139102746961043	0.1027873405372255	0.0726308128476349	0	0	0	0
K18539	0.0	0.0085470085470085	thnO; thienamycin biosynthesis protein ThnO			455.0	4.0	0.0	1.0	1.0	C	0.0	4.0	1.0	1.0	COG1012	Acyl-CoA_reductase_or_other_NAD-dependent_aldehyde_dehydrogenase	AdhE	4.0	0.0	1.0	3.43866791320935e-05	0.0011798863724345	0.0006071365257832	0.0011454996933024	0	0	0	0
K18540	0.0942857142857142	0.0056980056980056	ramA; (R)-amidase [EC:3.5.1.100]			187.0	30.0	25.0	2.0	0.857142857142857	S	33.0	2.0	1.0	1.0	COG0388	Omega-amidase_YafV/Nit2,_hydrolyzes_alpha-ketoglutaramate	Nit2	35.0	0.9428571428571428	0.0571428571428571	0.0008591826968991	0.0023524265460069	0.001605804621453	0.0014932438491078	0	0	0	0
K18546	0.0085714285714285	0.0541310541310541	sprC; streptogrisin C [EC:3.4.21.-]			82.0	20.0	15.0	5.0	0.588235294117647	S	3.0	32.0	6.0	0.457142857142857	COG0366	Glycosidase/amylase_(phosphorylase)	AmyA	35.0	0.0857142857142857	0.9142857142857144	0.0025535057557541	0.005399840023997	0.0039766728898755	0.0028463342682429	0	0	0	0
K18547	0.0	0.0085470085470085	sprD; streptogrisin D [EC:3.4.21.-]			274.0	3.0	0.0	1.0	1.0	O	0.0	3.0	1.0	1.0	COG0265	Periplasmic_serine_protease,_S1-C_subfamily,_contain_C-terminal_PDZ_domain	DegQ	3.0	0.0	1.0					0	0	0	0
K18550	0.0	0.0028490028490028	ISN1; IMP and pyridine-specific 5'-nucleotidase [EC:3.1.3.99 3.1.3.-]	path:map00230,path:map00760,path:map01100,path:map01232	Purine metabolism,Nicotinate and nicotinamide metabolism,Metabolic pathways,Nucleotide metabolism	67.0	1.0	0.0	1.0	1.0	T	0.0	1.0	1.0	1.0	COG0664	cAMP-binding_domain_of_CRP_or_a_regulatory_subunit_of_cAMP-dependent_protein_kinases	Crp	1.0	0.0	1.0					0	0	0	0
K18552	0.0	0.0284900284900284	cmlA, cmlB, floR; MFS transporter, DHA1 family, chloramphenicol/florfenicol resistance protein			374.0	10.0	0.0	1.0	1.0	EGP	0.0	10.0	1.0	1.0	COG0477	MFS_family_permease,_includes_anhydromuropeptide_permease_AmpG	ProP	10.0	0.0	1.0					0	0	0	0
K18553	0.0	0.0227920227920227	cmlR, cmx; MFS transporter, DHA1 family, chloramphenicol resistance protein			381.0	10.0	0.0	1.0	1.0	EGP	0.0	10.0	1.0	1.0	COG0477	MFS_family_permease,_includes_anhydromuropeptide_permease_AmpG	ProP	10.0	0.0	1.0					0	0	0	0
K18554	0.0085714285714285	0.037037037037037	cpt; chloramphenicol 3-O phosphotransferase [EC:2.7.1.-]			155.0	17.0	0.0	1.0	1.0	V	3.0	14.0	1.0	1.0	COG3896	Chloramphenicol_3-O-phosphotransferase		17.0	0.1764705882352941	0.8235294117647058	0.403986660180039	0.829413912820419	0.616700286500229	0.42542725264038	0	0	0	0
K18555	0.0	0.0142450142450142	qnr, mcbG; fluoroquinolone resistance protein			147.0	3.0	2.0	3.0	0.6	S	0.0	5.0	1.0	1.0	COG1357	Uncharacterized_conserved_protein_YjbI,_contains_pentapeptide_repeats	YjbI	5.0	0.0	1.0	0.0784543883261265	0.16980626729736	0.1241303278117432	0.0913518789712335	0	0	0	0
K18556	0.0142857142857142	0.0085470085470085	frdA; NADH-dependent fumarate reductase subunit A [EC:1.3.1.6]	path:map00720,path:map01100,path:map01120,path:map01200	Carbon fixation pathways in prokaryotes,Metabolic pathways,Microbial metabolism in diverse environments,Carbon metabolism	462.0	8.0	0.0	1.0	1.0	C	5.0	3.0	1.0	1.0	COG1053	Succinate_dehydrogenase/fumarate_reductase,_flavoprotein_subunit	SdhA	8.0	0.625	0.375	0.011438583040191	0.0186859456160096	0.0150622643281003	0.0072473625758186	0	0	0	0
K18557	0.0	0.0113960113960113	frdB; NADH-dependent fumarate reductase subunit B [EC:1.3.1.6]	path:map00720,path:map01100,path:map01200	Carbon fixation pathways in prokaryotes,Metabolic pathways,Carbon metabolism	192.0	4.0	0.0	1.0	1.0	C	0.0	4.0	1.0	1.0	COG0479	Succinate_dehydrogenase/fumarate_reductase,_Fe-S_protein_subunit	SdhB/FrdB	4.0	0.0	1.0	0.0034925405730487	4.39581132988095e-06	0.0017484681921892	0.0034881447617188	0	0	0	0
K18558	0.0057142857142857	0.0085470085470085	frdC; NADH-dependent fumarate reductase subunit C	path:map00720,path:map01100,path:map01120,path:map01200	Carbon fixation pathways in prokaryotes,Metabolic pathways,Microbial metabolism in diverse environments,Carbon metabolism	434.0	6.0	0.0	1.0	1.0	C	3.0	3.0	1.0	1.0	COG0243	Anaerobic_selenocysteine-containing_dehydrogenase	BisC	6.0	0.5	0.5	0.186032991214571	0.104965204290974	0.1454990977527725	0.081067786923597	0	0	0	0
K18559	0.0	0.0056980056980056	frdD; NADH-dependent fumarate reductase subunit D	path:map00720,path:map01200	Carbon fixation pathways in prokaryotes,Carbon metabolism	447.0	2.0	0.0	1.0	1.0	C	0.0	2.0	1.0	1.0	COG0446	NADPH-dependent_2,4-dienoyl-CoA_reductase,_sulfur_reductase,_or_a_related_oxidoreductase	FadH2	2.0	0.0	1.0					0	0	0	0
K18560	0.0	0.0056980056980056	frdE; NADH-dependent fumarate reductase subunit E	path:map00720,path:map01200	Carbon fixation pathways in prokaryotes,Carbon metabolism	163.0	2.0	0.0	1.0	1.0	C	0.0	2.0	1.0	1.0	COG0437	Fe-S-cluster-containing_dehydrogenase_component_(DMSO_reductase)	HybA	2.0	0.0	1.0					0	0	0	0
K18562	0.0	0.0056980056980056	thnQ, cmmQ; 2-oxoglutarate-dependent dioxygenase [EC:1.14.20.-]	path:map00332,path:map01100,path:map01110	Carbapenem biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites	226.0	2.0	0.0	1.0	1.0	Q	0.0	2.0	1.0	1.0	COG5285	Ectoine_hydroxylase-related_dioxygenase,_phytanoyl-CoA_dioxygenase_(PhyH)_family	PhyH	2.0	0.0	1.0					0	0	0	0
K18563	0.0	0.0028490028490028	thnL; methyltransferase [EC:2.1.1.-]	path:map00332,path:map01110	Carbapenem biosynthesis,Biosynthesis of secondary metabolites	432.0	1.0	0.0	1.0	1.0	C	0.0	1.0	1.0	1.0	COG1032	Radical_SAM_superfamily_enzyme_YgiQ,_UPF0313_family	YgiQ	1.0	0.0	1.0					0	0	0	0
K18564	0.0028571428571428	0.0056980056980056	thnP; methyltransferase [EC:2.1.1.-]	path:map00332,path:map01110	Carbapenem biosynthesis,Biosynthesis of secondary metabolites	368.0	3.0	0.0	1.0	1.0	C	1.0	2.0	1.0	1.0	COG1032	Radical_SAM_superfamily_enzyme_YgiQ,_UPF0313_family	YgiQ	3.0	0.3333333333333333	0.6666666666666666					0	0	0	0
K18565	0.0	0.0113960113960113	thnG, cmmG; 2-oxoglutarate-dependent dioxygenase [EC:1.14.20.-]	path:map00332,path:map01110	Carbapenem biosynthesis,Biosynthesis of secondary metabolites	187.0	27.0	0.0	1.0	1.0	Q	0.0	27.0	1.0	1.0	COG5285	Ectoine_hydroxylase-related_dioxygenase,_phytanoyl-CoA_dioxygenase_(PhyH)_family	PhyH	27.0	0.0	1.0	1.6708425509153502e-14	6.19061225494498e-14	3.9307274029301655e-14	4.51976970402963e-14	0	0	0	0
K18566	0.0114285714285714	0.0028490028490028	thnF, cmmF; N-acetyltransferase [EC:2.3.1.-]	path:map00332,path:map01110	Carbapenem biosynthesis,Biosynthesis of secondary metabolites	283.0	6.0	0.0	1.0	1.0	K	5.0	1.0	1.0	1.0	COG0454	N-acetyltransferase,_GNAT_superfamily_(includes_histone_acetyltransferase_HPA2)	PhnO	6.0	0.8333333333333334	0.1666666666666666	0.0102644316627694	0.0043482437516904	0.0073063377072298	0.0059161879110789	0	0	0	0
K18567	0.0	0.0398860398860398	pbuE; MFS transporter, DHA1 family, purine base/nucleoside efflux pump			359.0	13.0	11.0	3.0	0.8125	EGP	0.0	16.0	1.0	1.0	COG0477	MFS_family_permease,_includes_anhydromuropeptide_permease_AmpG	ProP	16.0	0.0	1.0					0	0	0	0
K18568	0.0	0.0598290598290598	thnR; CoA pyrophosphatase [EC:3.6.1.-]	path:map00332,path:map01110	Carbapenem biosynthesis,Biosynthesis of secondary metabolites	187.0	22.0	0.0	1.0	1.0	L	0.0	22.0	1.0	1.0	COG0494	8-oxo-dGTP_pyrophosphatase_MutT_and_related_house-cleaning_NTP_pyrophosphohydrolases,_NUDIX_family	MutT	22.0	0.0	1.0	0.0066069088570921	0.0156566488451523	0.0111317788511222	0.0090497399880602	0	0	0	0
K18569	0.0	0.0142450142450142	thnH; hydrolase [EC:3.1.3.-]	path:map00332,path:map01110	Carbapenem biosynthesis,Biosynthesis of secondary metabolites	209.0	5.0	0.0	1.0	1.0	S	0.0	5.0	1.0	1.0	COG1011	FMN_and_5-amino-6-(5-phospho-D-ribitylamino)uracil_phosphatase_YigB,_HAD_superfamily_(riboflavin_biosynthesis)	YigB	5.0	0.0	1.0	0.0165789695895308	0.142442034613124	0.0795105021013274	0.1258630650235931	0	0	0	0
K18570	0.0114285714285714	0.0056980056980056	cmm17; putative hydratase	path:map00332,path:map01110	Carbapenem biosynthesis,Biosynthesis of secondary metabolites	311.0	6.0	0.0	1.0	1.0	I	4.0	2.0	1.0	1.0	COG1024	Enoyl-CoA_hydratase/carnithine_racemase	CaiD	6.0	0.6666666666666666	0.3333333333333333	0.0483816424893027	0.362602321614766	0.2054919820520343	0.3142206791254633	0	0	0	0
K18572	0.0	0.017094017094017	cmmT, thnT; putative pantetheine hydrolase [EC:3.5.1.-]	path:map00332,path:map01110	Carbapenem biosynthesis,Biosynthesis of secondary metabolites	306.0	6.0	0.0	1.0	1.0	EQ	0.0	6.0	1.0	1.0	COG3191	L-aminopeptidase/D-esterase	DmpA	6.0	0.0	1.0	1.27589325110683e-05	8.60066904787888e-09	6.3837665900580894e-06	1.275033184202042e-05	0	0	0	0
K18574	0.0	0.0199430199430199	ptpA; Xaa-Xaa-Pro tripeptidyl-peptidase [EC:3.4.14.12]			696.0	7.0	0.0	1.0	1.0	E	0.0	7.0	1.0	1.0	COG1506	Dipeptidyl_aminopeptidase/acylaminoacyl_peptidase	DAP2	7.0	0.0	1.0	0.006129169135489	0.0128026379016072	0.0094659035185481	0.0066734687661182	0	0	0	0
K18579	0.0	0.0085470085470085	6GAL; galactan endo-1,6-beta-galactosidase [EC:3.2.1.164]			461.0	2.0	1.0	2.0	0.666666666666667	M	0.0	3.0	2.0	0.666666666666667	COG5520	O-Glycosyl_hydrolase	XynC	3.0	0.0	1.0					0	0	0	0
K18581	0.0142857142857142	0.0683760683760683	ugl; unsaturated chondroitin disaccharide hydrolase [EC:3.2.1.180]			225.0	21.0	7.0	3.0	0.583333333333333	S	7.0	29.0	2.0	0.611111111111111	COG4225	Rhamnogalacturonyl_hydrolase_YesR	YesR	36.0	0.1944444444444444	0.8055555555555556	0.0341676817846335	0.0669618236343922	0.0505647527095128	0.0327941418497586	0	0	0	0
K18586	0.0	0.0056980056980056	COQ4; ubiquinone biosynthesis protein COQ4			251.0	2.0	0.0	1.0	1.0	H	0.0	2.0	1.0	1.0	COG5031	Ubiquinone_biosynthesis_protein_Coq4	COQ4	2.0	0.0	1.0					0	0	0	0
K18587	0.0	0.074074074074074	COQ9; ubiquinone biosynthesis protein COQ9			193.0	26.0	0.0	1.0	1.0	S	0.0	26.0	1.0	1.0	COG5590	Ubiquinone_biosynthesis_protein_COQ9		26.0	0.0	1.0	0.0025769736803115	0.0056103503369245	0.004093662008618	0.0030333766566129	0	0	0	0
K18588	0.0	0.094017094017094	COQ10; coenzyme Q-binding protein COQ10			130.0	34.0	0.0	1.0	1.0	I	0.0	34.0	1.0	1.0	COG2867	Ribosome_association_toxin_PasT_(RatA)_of_the_RatAB_toxin-antitoxin_module	PasT	34.0	0.0	1.0	0.001082374363364	0.0036456858767363	0.0023640301200501	0.0025633115133723	0	0	0	0
K18589	0.0	0.0142450142450142	dfrA1, dhfr; dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3]	path:map00670,path:map00790,path:map01100	One carbon pool by folate,Folate biosynthesis,Metabolic pathways	155.0	5.0	0.0	1.0	1.0	H	0.0	5.0	1.0	1.0	COG0262	Dihydrofolate_reductase	FolA	5.0	0.0	1.0	0.120419899390725	0.264903524012675	0.1926617117017	0.1444836246219499	0	0	0	0
K18590	0.0085714285714285	0.037037037037037	dfrA12, dhfr; dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3]	path:map00670,path:map00790,path:map01100	One carbon pool by folate,Folate biosynthesis,Metabolic pathways	142.0	16.0	0.0	1.0	1.0	H	3.0	13.0	1.0	1.0	COG0262	Dihydrofolate_reductase	FolA	16.0	0.1875	0.8125	0.0151569669981903	0.0409209641938538	0.028038965596022	0.0257639971956634	0	0	0	0
K18593	0.0342857142857142	0.0	E6.2.1.56; 4-hydroxybutyrate---CoA ligase (ADP-forming) [EC:6.2.1.56]	path:map00720,path:map01100,path:map01120	Carbon fixation pathways in prokaryotes,Metabolic pathways,Microbial metabolism in diverse environments	689.0	12.0	0.0	1.0	1.0	C	12.0	0.0	1.0	1.0	COG1042	Acyl-CoA_synthetase_(NDP_forming)	PatZN	12.0	1.0	0.0	0.0025856126324792	0.0038634494248242	0.0032245310286517	0.001277836792345	0	0	0	0
K18594	0.0828571428571428	0.0028490028490028	K18594; 3-hydroxypropionyl-CoA synthetase (ADP-forming) [EC:6.2.1.-]	path:map00720,path:map01100,path:map01120	Carbon fixation pathways in prokaryotes,Metabolic pathways,Microbial metabolism in diverse environments	214.0	31.0	0.0	1.0	1.0	C	30.0	1.0	1.0	1.0	COG1042	Acyl-CoA_synthetase_(NDP_forming)	PatZN	31.0	0.967741935483871	0.032258064516129	0.621001301901868	0.836494885664967	0.7287480937834174	0.215493583763099	0	0	0	1
K18601	0.0314285714285714	0.0028490028490028	K18601; aldehyde dehydrogenase [EC:1.2.1.-]			427.0	14.0	0.0	1.0	1.0	C	13.0	1.0	1.0	1.0	COG1012	Acyl-CoA_reductase_or_other_NAD-dependent_aldehyde_dehydrogenase	AdhE	14.0	0.9285714285714286	0.0714285714285714	0.110037593141025	0.794998537817867	0.452518065479446	0.684960944676842	0	0	0	0
K18602	0.0342857142857142	0.0	K18602; malonic semialdehyde reductase [EC:1.1.1.-]	path:map00720,path:map01100,path:map01120	Carbon fixation pathways in prokaryotes,Metabolic pathways,Microbial metabolism in diverse environments	312.0	15.0	0.0	1.0	1.0	C	15.0	0.0	1.0	1.0	COG1454	Alcohol_dehydrogenase,_class_IV	EutG	15.0	1.0	0.0	0.0045344956382648	0.0083643054649067	0.0064494005515857	0.0038298098266419	0	0	0	0
K18603	0.0342857142857142	0.0	K18603; acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3]	path:map00720,path:map01100,path:map01120	Carbon fixation pathways in prokaryotes,Metabolic pathways,Microbial metabolism in diverse environments	486.0	12.0	0.0	1.0	1.0	I	12.0	0.0	1.0	1.0	COG0439	Biotin_carboxylase	AccC	12.0	1.0	0.0	9.09518083701721e-05	0.000382976543934	0.000236964176152	0.0002920247355638	0	0	0	0
K18604	0.0371428571428571	0.0	K18604; acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15]	path:map00720,path:map01100,path:map01120	Carbon fixation pathways in prokaryotes,Metabolic pathways,Microbial metabolism in diverse environments	513.0	13.0	0.0	1.0	1.0	I	13.0	0.0	1.0	1.0	COG4799	Acetyl-CoA_carboxylase,_carboxyltransferase_component	MmdA	13.0	1.0	0.0	2.31181143335312e-13	0.0003425376294157	0.0001712688148234	0.0003425376291845	0	0	0	0
K18605	0.0714285714285714	0.0	K18605; biotin carboxyl carrier protein	path:map00720,path:map01100,path:map01120	Carbon fixation pathways in prokaryotes,Metabolic pathways,Microbial metabolism in diverse environments	128.0	13.0	1.0	2.0	0.52	I	25.0	0.0	2.0	0.52	COG0511	Biotin_carboxyl_carrier_protein	AccB	25.0	1.0	0.0	0.0008326290041269	0.0065172489346681	0.0036749389693974	0.0056846199305412	0	0	0	0
K18607	0.0	0.0056980056980056	pno; pyridoxine 4-oxidase [EC:1.1.3.12]	path:map00750,path:map01100,path:map01120	Vitamin B6 metabolism,Metabolic pathways,Microbial metabolism in diverse environments	489.0	2.0	0.0	1.0	1.0	E	0.0	2.0	1.0	1.0	COG2303	Choline_dehydrogenase_or_related_flavoprotein	BetA	2.0	0.0	1.0					0	0	0	0
K18608	0.0	0.0113960113960113	ppaT; pyridoxamine---pyruvate transaminase [EC:2.6.1.30]	path:map00750,path:map01120	Vitamin B6 metabolism,Microbial metabolism in diverse environments	329.0	4.0	0.0	1.0	1.0	E	0.0	4.0	1.0	1.0	COG0075	Archaeal_aspartate_aminotransferase_or_a_related_aminotransferase,_includes_purine_catabolism_protein_PucG	PucG	4.0	0.0	1.0	3.19523331882672e-12	7.86131359682747e-12	5.528273457827095e-12	4.6660802780007495e-12	0	0	0	0
K18609	0.0	0.0056980056980056	pldh; pyridoxal 4-dehydrogenase [EC:1.1.1.107]	path:map00750,path:map01120	Vitamin B6 metabolism,Microbial metabolism in diverse environments	246.0	2.0	0.0	1.0	1.0	IQ	0.0	2.0	1.0	1.0	COG1028	NAD(P)-dependent_dehydrogenase,_short-chain_alcohol_dehydrogenase_family	FabG	2.0	0.0	1.0					0	0	0	0
K18610	0.0	0.0056980056980056	pdla; 4-pyridoxolactonase [EC:3.1.1.27]	path:map00750,path:map01120	Vitamin B6 metabolism,Microbial metabolism in diverse environments	268.0	2.0	0.0	1.0	1.0	S	0.0	2.0	1.0	1.0	COG0491	Glyoxylase_or_a_related_metal-dependent_hydrolase,_beta-lactamase_superfamily_II	GloB	2.0	0.0	1.0					0	0	0	0
K18612	0.0	0.0085470085470085	E1.2.1.100; 5-formyl-3-hydroxy-2-methylpyridine 4-carboxylic acid 5-dehydrogenase [EC:1.2.1.100]	path:map00750,path:map01120	Vitamin B6 metabolism,Microbial metabolism in diverse environments	281.0	3.0	0.0	1.0	1.0	I	0.0	3.0	1.0	1.0	COG1250	3-hydroxyacyl-CoA_dehydrogenase	FadB	3.0	0.0	1.0					0	0	0	0
K18613	0.0028571428571428	0.0028490028490028	K18613; 3-hydroxy-2-methylpyridine-4,5-dicarboxylate 4-decarboxylase [EC:4.1.1.51]	path:map00750,path:map01120	Vitamin B6 metabolism,Microbial metabolism in diverse environments	80.0	2.0	0.0	1.0	1.0	G	1.0	1.0	1.0	1.0	COG0235	5-methylthioribulose/5-deoxyribulose/Fuculose_1-phosphate_aldolase_(methionine_salvage,_sugar_degradation)	AraD	2.0	0.5	0.5					0	0	0	0
K18614	0.0142857142857142	0.0142450142450142	K18614; 2-(acetamidomethylene)succinate hydrolase [EC:3.5.1.29]	path:map00750,path:map01120	Vitamin B6 metabolism,Microbial metabolism in diverse environments	151.0	1.0	0.0	1.0	1.0	S	5.0	5.0	2.0	0.9	COG2945	Alpha/beta_superfamily_hydrolase		10.0	0.5	0.5	0.153623460664617	0.284009325429171	0.218816393046894	0.130385864764554	0	0	0	0
K18626	0.0	0.0028490028490028	TCHH; trichohyalin			1244.0	1.0	0.0	1.0	1.0	M	0.0	1.0	1.0	1.0	COG0457	Tetratricopeptide_(TPR)_repeat	TPR	1.0	0.0	1.0					0	0	0	0
K18640	0.0085714285714285	0.1054131054131054	parM, stbA; plasmid segregation protein ParM			79.0	26.0	12.0	4.0	0.530612244897959	O	3.0	52.0	8.0	0.490909090909091	COG0443	Molecular_chaperone_DnaK_(HSP70)	DnaK	55.0	0.0545454545454545	0.9454545454545454	0.0343613512965473	0.492029648676253	0.2631954999864001	0.4576682973797057	0	0	0	0
K18641	0.0714285714285714	0.0	K18641; crenactin			400.0	27.0	0.0	1.0	1.0	S	27.0	0.0	1.0	1.0	arCOG05583			27.0	1.0	0.0	0.0021438152096805	0.0104547587239222	0.0062992869668013	0.0083109435142416	0	0	0	0
